"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMC","ACMC_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSC","ACSC_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00024018","1972-02-10","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0","    0","T,,0","   11",",,0"," -133",",,0",,,"   10",",,X",,,"    0",",,X",,,,,,,,,,,,,,," 0518",",,X","  100",",,X",,,,,,,,,"  624",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"   93",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-02-11","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   89",",,0"," -122",",,0",,,"   30",",,X",,,"   40",",,X",,,,,,,,,,,,,,," 2312",",,X","  100",",,X",,,,,,,,,"  630",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  206",",,X","  174",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-12","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","  -11",",,0",,,"   30",",,X",,,"   20",",,X",,,,,,,,,,,,,,," 0654",",,X","   96",",,X",,,,,,,,,"  612",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  200",",,X","  179",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-13","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","   -6",",,0",,,"   60",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 0942",",,X","   32",",,X",,,,,,,,,"  198",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,,,"  236",",,X","  188",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-14","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0","    0","T,,0","   22",",,0","  -78",",,0",,,"   50",",,X",,,"   30",",,X",,,,,,,,,,,,,,," 0106",",,X","   68",",,X",,,,,,,,,"  432",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"  175",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-02-15","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   44",",,0"," -117",",,0",,,"   70",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 2100",",,X","   48",",,X",,,,,,,,,"  306",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  206",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-16","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   89",",,0","   11",",,0",,,"   70",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 1348",",,X","   83",",,X",,,,,,,,,"  534",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  293",",,X","  232",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-17","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0","    0",",,0","   61",",,0","  -56",",,0",,,"   60",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1242",",,X","   44",",,X",,,,,,,,,"  282",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  226",",,X","  165",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-02-18","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","  -50",",,0",,,"   30",",,X",,,"   40",",,X",,,,,,,,,,,,,,," 1206",",,X","   88",",,X",,,,,,,,,"  570",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  206",",,X","  152",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-19","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","  -28",",,0",,,"   40",",,X",,,"   70",",,X",,,,,,,,,,,,,,," 1536",",,X","   47",",,X",,,,,,,,,"  306",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  149",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-20","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  156",",,0","   11",",,0",,,"   70",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 0048",",,X","   42",",,X",,,,,,,,,"  276",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  134",",,X","  112",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-21","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0","    0",",,0","   67",",,0","  -17",",,0",,,"   90",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 0506",",,X","   20",",,X",,,,,,,,,"  150",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"  185",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-02-22","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","  -61",",,0",,,"   40",",,X",,,"   70",",,X",,,,,,,,,,,,,,," 1936",",,X","   91",",,X",,,,,,,,,"  600",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  185",",,X","  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-23","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","  -33",",,0",,,"   40",",,X",,,"   40",",,X",,,,,,,,,,,,,,," 1518",",,X","   82",",,X",,,,,,,,,"  540",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"  195",",,X","  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-24","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0","    0",",,0","   61",",,0","  -28",",,0",,,"   90",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1148",",,X","   42",",,X",,,,,,,,,"  282",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  195",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-02-25","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0","    0","T,,0","   11",",,0","  -94",",,0",,,"   60",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1424",",,X","   55",",,X",,,,,,,,,"  366",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  200",",,X","  188",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-02-26","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   72",",,0","  -94",",,0",,,"   60",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1518",",,X","   79",",,X",,,,,,,,,"  528",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  283",",,X","  206",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-27","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  128",",,0","   44",",,0",,,"  100",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1306",",,X","   71",",,X",,,,,,,,,"  480",",,X",,,,,,,"  270","W,,X","  225","W,,X",,,,,,,,,"  267",",,X","  224",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-28","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  178",",,0","   44",",,0",,,"   90",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1206",",,X","   85",",,X",,,,,,,,,"  576",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"  195",",,X","  143",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-02-29","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  139",",,0","    0",",,0",,,"   70",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1642",",,X","   63",",,X",,,,,,,,,"  426",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  195",",,X","  179",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-01","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   39",",,0","  -39",",,0",,,"   60",",,X",,,"   50",",,X",,,,,,,,,,,,,,," 0154",",,X","   79",",,X",,,,,,,,,"  534",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  200",",,X","  148",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-02","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  100",",,0","  -50",",,0",,,"   90",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 0930",",,X","   74",",,X",,,,,,,,,"  498",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  252",",,X","  224",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-03","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    5",",,0","   10",",,0","    0",",,0","  111",",,0","  -89",",,0",,,"   70",",,X",,,"   60",",,X",,,,,,,,,,,,,,," 1106",",,X","   69",",,X",,,,,,,,,"  468",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  329",",,X","  268",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-04","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0","T,,0","    6",",,0"," -100",",,0",,,"   70",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 0948",",,X","   75",",,X",,,,,,,,,"  516",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  139",",,X","  107",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-05","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","  -89",",,0",,,"   60",",,X",,,"   70",",,X",,,,,,,,,,,,,,," 1218",",,X","   96",",,X",,,,,,,,,"  660",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  293",",,X","  286",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-06","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  194",",,0","   83",",,0",,,"   80",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1212",",,X","   52",",,X",,,,,,,,,"  360",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  386",",,X","  335",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-07","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   89",",,0","  -72",",,0",,,"   80",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 0024",",,X","   80",",,X",,,,,,,,,"  546",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"  180",",,X","  112",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-08","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  167",",,0","  -72",",,0",,,"   70",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1336",",,X","   95",",,X",,,,,,,,,"  660",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  180",",,X","  152",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-09","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","   11",",,0",,,"   30",",,X",,,"   50",",,X",,,,,,,,,,,,,,," 0930",",,X","   97",",,X",,,,,,,,,"  678",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  195",",,X","  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-10","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  211",",,0","   39",",,0",,,"   20",",,X",,,"    0",",,X",,,,,,,,,,,,,,," 1524",",,X","   99",",,X",,,,,,,,,"  690",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  149",",,X","  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-11","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","   44",",,0",,,"   70",",,X",,,"   70",",,X",,,,,,,,,,,,,,," 1642",",,X","   68",",,X",,,,,,,,,"  480",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  149",",,X","   89",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-12","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","    6",",,0",,,"   30",",,X",,,"   30",",,X",,,,,,,,,,,,,,," 0848",",,X","   96",",,X",,,,,,,,,"  678",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  190",",,X","  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-13","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","    6",",,0",,,"   70",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1400",",,X","   25",",,X",,,,,,,,,"  180",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  170",",,X","  130",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-14","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0",",,0","    0",",,0","   78",",,0","    6",",,0",,,"   70",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 0954",",,X","   32",",,X",,,,,,,,,"  228",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  185",",,X","  152",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,
"USW00024018","1972-03-15","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  117",",,0","  -28",",,0",,,"   30",",,X",,,"   50",",,X",,,,,,,,,,,,,,," 1700",",,X","   96",",,X",,,,,,,,,"  690",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  200",",,X","  165",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-16","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  161",",,0","   17",",,0",,,"   60",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1542",",,X","   84",",,X",,,,,,,,,"  600",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  226",",,X","  197",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-17","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  150",",,0","  -11",",,0",,,"   20",",,X",,,"   30",",,X",,,,,,,,,,,,,,," 1224",",,X","   88",",,X",,,,,,,,,"  624",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  200",",,X","  152",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-18","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  206",",,0","  -17",",,0",,,"   30",",,X",,,"   50",",,X",,,,,,,,,,,,,,," 1348",",,X","   98",",,X",,,,,,,,,"  708",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,,,"  134",",,X","  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-19","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    0","T,,0","    0",",,0","  122",",,0","   33",",,0",,,"   70",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 0836",",,X","   51",",,X",,,,,,,,,"  372",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  190",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-20","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   33",",,0","   25",",,0","    0","T,,0","   72",",,0","  -17",",,0",,,"   70",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 1106",",,X","   43",",,X",,,,,,,,,"  312",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  206",",,X","  152",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-21","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  144",",,0","  -44",",,0",,,"   40",",,X",,,"   60",",,X",,,,,,,,,,,,,,," 1424",",,X","   83",",,X",,,,,,,,,"  606",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   87",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-22","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  200",",,0","   -6",",,0",,,"   30",",,X",,,"   50",",,X",,,,,,,,,,,,,,," 1500",",,X","   64",",,X",,,,,,,,,"  468",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  180",",,X","  125",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-23","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   41",",,0","   25",",,0","    0",",,0","   78",",,0","   -6",",,0",,,"   80",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1612",",,X","   16",",,X",,,,,,,,,"  120",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  190",",,X","  143",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-24","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0","T,,0","  106",",,0","  -17",",,0",,,"   50",",,X",,,"   40",",,X",,,,,,,,,,,,,,," 1048",",,X","   89",",,X",,,,,,,,,"  654",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  195",",,X","  148",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-25","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","  189",",,0","  -17",",,0",,,"   60",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1518",",,X","   87",",,X",,,,,,,,,"  648",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"  139",",,X","  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-26","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","    0",",,0","   67",",,0","  -33",",,0",,,"   50",",,X",,,"   40",",,X",,,,,,,,,,,,,,," 1748",",,X","   90",",,X",,,,,,,,,"  672",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  257",",,X","  179",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00024018","1972-03-27","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0","T,,0","    3",",,0","    0",",,0","   44",",,0","  -89",",,0",,,"   70",",,X",,,"   70",",,X",,,,,,,,,,,,,,," 0906",",,X","   73",",,X",,,,,,,,,"  546",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  149",",,X","  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-28","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   81",",,0","  140",",,0","    0","T,,0","  -11",",,0"," -139",",,0",,,"   90",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1500",",,X","   57",",,X",,,,,,,,,"  426",",,X",,,,,,,"   90","W,,X","   45","W,,X",,,,,,,,,"   72",",,X","   54",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-29","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    3",",,0","    5",",,0","  102",",,0","  -11",",,0"," -167",",,0",,,"   70",",,X",,,"   80",",,X",,,,,,,,,,,,,,," 1536",",,X","   48",",,X",,,,,,,,,"  366",",,X",,,,,,,"  315","W,,X","  315","W,,X","   76",",,X",,,,,,,"  123",",,X","  103",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-30","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   10",",,0","   15",",,0","   51",",,0","   17",",,0","  -94",",,0",,,"   90",",,X",,,"  100",",,X",,,,,,,,,,,,,,," 1548",",,X","   71",",,X",,,,,,,,,"  540",",,X",,,,,,,"  315","W,,X","  315","W,,X","   76",",,X",,,,,,,"  216",",,X","  179",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-03-31","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","   28",",,0","   46",",,0","   76",",,0","    0",",,0","  -72",",,0",,,"   80",",,X",,,"   90",",,X",,,,,,,,,,,,,,," 0212",",,X","    5",",,X",,,,,,,,,"   42",",,X",,,,,,,"  360","W,,X","  315","W,,X","  102",",,X",,,,,,,"  134",",,X","  107",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00024018","1972-04-01","41.15788","-104.80814","1864.8","CHEYENNE WSFO AIRPORT, WY US","    0",",,0","    0",",,0","   51",",,0","  117",",,0","  -78",",,0",,,"   50",",,X",,,"   50",",,X",,,,,,,,,,,,,,," 1506",",,X","   74",",,X",,,,,,,,,"  558",",,X",,,,,,,"  315","W,,X","  315","W,,X","  102",",,X",,,,,,,"  154",",,X","  112",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
