"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT16","WT16_ATTRIBUTES"
"USW00093844","1946-01-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  233",",,X","  139",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  150",",,X","   83",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  117",",,X","   67",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1946-01-15","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   74",",,X","    0",",,X",,,"  161",",,X","   78",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1946-01-16","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  297",",,X","    0",",,X",,,"   78",",,X","    0",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1946-01-17","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"   89",",,X","   -6",",,X",,,,,,,,,,
"USW00093844","1946-01-18","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   22",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-19","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  144",",,X","   67",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-20","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   38",",,X","    0",",,X",,,"  106",",,X","   78",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1946-01-21","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    3",",,X","    0",",,X",,,"  156",",,X","   72",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1946-01-22","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  257",",,X","    0",",,X",,,"   89",",,X","   33",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1946-01-23","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"   61",",,X","   22",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-24","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  128",",,X","    6",",,X",,,,,,,,,,
"USW00093844","1946-01-25","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  128",",,X","   28",",,X",,,,,,,,,,
"USW00093844","1946-01-26","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  172",",,X","   67",",,X",,,,,,,,,,
"USW00093844","1946-01-27","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  156",",,X","   33",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-28","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  122",",,X","   17",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-01-29","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  122",",,X","   39",",,X",,,,,,,,,,
"USW00093844","1946-01-30","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X","    0",",,X","  211",",,X","   72",",,X",,,,,,,,,,
"USW00093844","1946-01-31","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   10",",,X","    0",",,X",,,"  228",",,X","   89",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1946-02-01","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  122",",,X","   33",",,X",,,,,,,,,"    1",",,X"
"USW00093844","1946-02-02","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  156",",,X","   39",",,X",,,,,,,,,,
"USW00093844","1946-02-03","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  167",",,X","   44",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1946-02-04","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  161",",,X","   78",",,X",,,,,,,,,,
"USW00093844","1946-02-05","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  194",",,X","   89",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-02-06","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","   51",",,X","    0",",,X",,,"  206",",,X","  133",",,X",,,,,,,"    1",",,X","    1",",,X"
"USW00093844","1946-02-07","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  161",",,X","   72",",,X",,,,,,,,,,
"USW00093844","1946-02-08","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  167",",,X","   67",",,X",,,,,,,,,,
"USW00093844","1946-02-09","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  200",",,X","  106",",,X",,,,,,,"    1",",,X",,
"USW00093844","1946-02-10","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0","T,,X","    0",",,X",,,"  228",",,X","   67",",,X","    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00093844","1946-02-11","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  139",",,X","   39",",,X",,,,,,,,,,
"USW00093844","1946-02-12","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  133",",,X","   67",",,X","    1",",,X",,,,,"    1",",,X",,
"USW00093844","1946-02-13","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","    0",",,X","    0",",,X",,,"  183",",,X","  106",",,X","    1",",,X",,,,,,,,
"USW00093844","1946-02-14","32.31667","-80.68333","10.1","PARRIS ISLAND MCAS, SC US","  130",",,X","    0",",,X",,,"  178",",,X","   56",",,X","    1",",,X",,,,,,,"    1",",,X"
