"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACMH","ACMH_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014933","1977-10-07","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  302",",,0,2400","    0",",,0","    0",",,0","  133",",,0","   78",",,0","   90",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1130",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"  144",",,X","  130",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-08","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  111",",,0","   61",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1142",",,X","    2",",,X",,,,,,,,,"   12",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  175",",,X","  156",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-09","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  156",",,0","   28",",,0","   20",",,X","   20",",,X",,,,,,,,,,,,,,,,," 1900",",,X","  100",",,X",,,,,,,,,"  684",",,X",,,,,,,"  180","W,,X","  315","W,,X",,,,,,,,,"   98",",,X","   76",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-10","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   43",",,0,2400","    0",",,0","    0",",,0","  172",",,0","   33",",,0","   80",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1230",",,X","    7",",,X",,,,,,,,,"   48",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  180",",,X","  134",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-11","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","   94",",,0","   33",",,0","   80",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1018",",,X","   10",",,X",,,,,,,,,"   72",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  185",",,X","  139",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-12","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  128",",,0","   11",",,0","   40",",,X","   50",",,X",,,,,,,,,,,,,,,,," 1318",",,X","  100",",,X",,,,,,,,,"  672",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,,,"   93",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-13","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  194",",,0","   17",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,," 1324",",,X","  100",",,X",,,,,,,,,"  672",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"  108",",,X","   80",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-14","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   13",",,0,2400","    0",",,0","    0",",,0","  211",",,0","   56",",,0","   50",",,X","   50",",,X",,,,,,,,,,,,,,,,," 2130",",,X","   89",",,X",,,,,,,,,"  594",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"  164",",,X","  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-15","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    3",",,0,2400","    0",",,0","    0",",,0","  128",",,0","   22",",,0","   40",",,X","   40",",,X",,,,,,,,,,,,,,,,," 1248",",,X","   88",",,X",,,,,,,,,"  588",",,X",,,,,,,"  315","W,,X","  360","W,,X",,,,,,,,,"  139",",,X","  107",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-16","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  150",",,0","   -6",",,0","   10",",,X","    0",",,X",,,,,,,,,,,,,,,,," 1500",",,X","  100",",,X",,,,,,,,,"  666",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"   77",",,X","   54",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-17","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  189",",,0","   61",",,0","   10",",,X","   30",",,X",,,,,,,,,,,,,,,,," 1518",",,X","   97",",,X",,,,,,,,,"  642",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  139",",,X","  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-18","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  172",",,0","   67",",,0","   10",",,X","    0",",,X",,,,,,,,,,,,,,,,," 1024",",,X","  100",",,X",,,,,,,,,"  660",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  164",",,X","  121",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-19","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  178",",,0","   22",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,," 1536",",,X","  100",",,X",,,,,,,,,"  654",",,X",,,,,,,"  180","W,,X","  360","W,,X",,,,,,,,,"   46",",,X","   36",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-20","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  217",",,0","   56",",,0","   50",",,X","   90",",,X",,,,,,,,,,,,,,,,," 1230",",,X","   82",",,X",,,,,,,,,"  534",",,X",,,,,,,"  225","W,,X","  180","W,,X",,,,,,,,,"  108",",,X","   76",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-21","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   99",",,0,2400","    0",",,0","    0",",,0","  250",",,0","  128",",,0","   70",",,X","   80",",,X",,,,,,,,,,,,,,,,," 2112",",,X","   57",",,X",,,,,,,,,"  372",",,X",,,,,,,"  315","W,,X","  360","W,,X",,,,,,,,,"  159",",,X","  121",",,X",,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-22","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  132",",,0,2400","    0",",,0","    0",",,0","  139",",,0","   72",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1642",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"   90","W,,X","   90","W,,X",,,,,,,,,"  134",",,X","   85",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-23","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  302",",,0,2400","    0",",,0","    0",",,0","  117",",,0","   67",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 0242",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"   90","W,,X","   90","W,,X",,,,,,,,,"   98",",,X","   72",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-24","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   66",",,0,2400","    0",",,0","    0",",,0","  133",",,0","  100",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 0848",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"   82",",,X","   58",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-25","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  111",",,0","   67",",,0","   80",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1318",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,,,"   62",",,X","   40",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-26","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  211",",,0","   56",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,," 1354",",,X","  100",",,X",,,,,,,,,"  540",",,X",,,,,,,"  180","W,,X","  180","W,,X",,,,,,,,,"   93",",,X","   58",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-27","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   83",",,0","   60",",,X","   70",",,X",,,,,,,,,,,,,,,,," 1218",",,X","   26",",,X",,,,,,,,,"  162",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,,,"   98",",,X","   72",",,X","    1",",,X","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-28","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  161",",,0","  122",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 2130",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"   77",",,X","   54",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-29","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  194",",,0","  117",",,0","   40",",,X","   40",",,X",,,,,,,,,,,,,,,,," 1554",",,X","   64",",,X",,,,,,,,,"  408",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"   87",",,X","   54",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-10-30","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  165",",,0,2400","    0",",,0","    0",",,0","  156",",,0","   94",",,0","   90",",,X","  100",",,X",,,,,,,,,,,,,,,,," 2300",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"  118",",,X","   76",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-10-31","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","  145",",,0,2400","    0",",,0","    0",",,0","  194",",,0","  111",",,0","   60",",,X","   40",",,X",,,,,,,,,,,,,,,,," 0042",",,X","   62",",,X",,,,,,,,,"  390",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"  113",",,X","   89",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-01","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   13",",,0,2400","    0",",,0","    0",",,0","  122",",,0","   89",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1930",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"  108",",,X","   85",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-02","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  139",",,0","   83",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 0724",",,X","    2",",,X",,,,,,,,,"   12",",,X",,,,,,,"   45","W,,X","   45","W,,X",,,,,,,,,"   93",",,X","   72",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-03","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  172",",,0","  100",",,0","   60",",,X","   80",",,X",,,,,,,,,,,,,,,,," 2248",",,X","   25",",,X",,,,,,,,,"  156",",,X",,,,,,,"   45","W,,X","  360","W,,X",,,,,,,,,"   82",",,X","   63",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-04","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  161",",,0","   61",",,0","    0",",,X","    0",",,X",,,,,,,,,,,,,,,,," 1430",",,X","  100",",,X",,,,,,,,,"  618",",,X",,,,,,,"   90","W,,X","  135","W,,X",,,,,,,,,"   82",",,X","   63",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-05","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  117",",,0","   61",",,0","   80",",,X","   80",",,X",,,,,,,,,,,,,,,,," 2000",",,X","    3",",,X",,,,,,,,,"   24",",,X",,,,,,,"   90","W,,X","  135","W,,X",,,,,,,,,"   67",",,X","   49",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-06","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  128",",,0","  106",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1812",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"   90","W,,X","   90","W,,X",,,,,,,,,"   57",",,X","   31",",,X","    1",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-07","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  161",",,0","  122",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 0906",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  315","W,,X","  270","W,,X",,,,,,,,,"   46",",,X","   31",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-08","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   41",",,0,2400","    0",",,0","    0",",,0","  167",",,0","  133",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 2248",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"  144",",,X","   94",",,X","    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-09","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   71",",,0,2400","   18",",,0","    0",",,0","  161",",,0","    0",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 2124",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  216",",,X","  152",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00014933","1977-11-10","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0","T,,0","    0","T,,0","   61",",,0","  -11",",,0","   40",",,X","   10",",,X",,,,,,,,,,,,,,,,," 1224",",,X","   78",",,X",,,,,,,,,"  474",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  226",",,X","  170",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00014933","1977-11-11","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","   61",",,0","  -28",",,0","   20",",,X","   30",",,X",,,,,,,,,,,,,,,,," 1506",",,X","   97",",,X",,,,,,,,,"  576",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  103",",,X","   76",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-12","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","   50",",,0","  -56",",,0","   10",",,X","    0",",,X",,,,,,,,,,,,,,,,," 2142",",,X","   93",",,X",,,,,,,,,"  558",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"   82",",,X","   67",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-13","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  117",",,0","   -6",",,0","   30",",,X","   20",",,X",,,,,,,,,,,,,,,,," 0912",",,X","   78",",,X",,,,,,,,,"  462",",,X",,,,,,,"  180","W,,X","  135","W,,X",,,,,,,,,"   98",",,X","   76",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-14","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  156",",,0","  -17",",,0","   60",",,X","  100",",,X",,,,,,,,,,,,,,,,," 2236",",,X","   27",",,X",,,,,,,,,"  162",",,X",,,,,,,"  225","W,,X","  225","W,,X",,,,,,,,,"   93",",,X","   72",",,X","    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-15","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  156",",,0","   28",",,0","   70",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1712",",,X","   21",",,X",,,,,,,,,"  126",",,X",,,,,,,"  270","W,,X","  315","W,,X",,,,,,,,,"  129",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-16","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","   33",",,0,2400","    0",",,0","    0",",,0","   72",",,0","    0",",,0","   60",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1800",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"   77",",,X","   54",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-17","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","   89",",,0","   11",",,0","   10",",,X","   10",",,X",,,,,,,,,,,,,,,,," 1418",",,X","   97",",,X",,,,,,,,,"  570",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  190",",,X","  148",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-18","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","   61",",,0","  -28",",,0","   80",",,X","  100",",,X",,,,,,,,,,,,,,,,," 2348",",,X","    5",",,X",,,,,,,,,"   30",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"   82",",,X","   54",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-19","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0",",,0","    0",",,0","  106",",,0","   50",",,0","  100",",,X","  100",",,X",,,,,,,,,,,,,,,,," 1206",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"  149",",,X","   98",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-20","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,0,2400","    0",",,0","    0",",,0","  178",",,0","  -44",",,0","   90",",,X","  100",",,X",,,,,,,,,,,,,,,,," 0906",",,X","   39",",,X",,,,,,,,,"  228",",,X",,,,,,,"  270","W,,X","  270","W,,X",,,,,,,,,"  180",",,X","  134",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014933","1977-11-21","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","  -11",",,0","  -72",",,0","   70",",,X","   80",",,X",,,,,,,,,,,,,,,,," 0012",",,X","   82",",,X",,,,,,,,,"  480",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  159",",,X","  116",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-22","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","   56",",,0","  -50",",,0","   80",",,X","   40",",,X",,,,,,,,,,,,,,,,," 1242",",,X","   70",",,X",,,,,,,,,"  408",",,X",,,,,,,"  135","W,,X","  135","W,,X",,,,,,,,,"  123",",,X","   94",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-23","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0",",,0,2400","    0",",,0","    0",",,0","   78",",,0","  -17",",,0","   80",",,X","   50",",,X",,,,,,,,,,,,,,,,," 1342",",,X","   57",",,X",,,,,,,,,"  330",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  113",",,X","   80",",,X",,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00014933","1977-11-24","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    5",",,0,2400","   13",",,0","    0",",,0","  -17",",,0","  -67",",,0","   80",",,X","   60",",,X",,,,,,,,,,,,,,,,," 0648",",,X","   58",",,X",,,,,,,,,"  330",",,X",,,,,,,"  360","W,,X","  360","W,,X",,,,,,,,,"   98",",,X","   72",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00014933","1977-11-25","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    8",",,0,2400","   25",",,0","   51",",,0","  -50",",,0"," -161",",,0","   30",",,X","   10",",,X",,,,,,,,,,,,,,,,," 0454",",,X","   88",",,X",,,,,,,,,"  504",",,X",,,,,,,"  360","W,,X","   45","W,,X",,,,,,,,,"  149",",,X","   98",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00014933","1977-11-26","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0","T,,0","   25",",,0","  -67",",,0"," -178",",,0","   90",",,X","  100",",,X",,,,,,,,,,,,,,,,," 2006",",,X","    0",",,X",,,,,,,,,"    0",",,X",,,,,,,"  180","W,,X","  135","W,,X",,,,,,,,,"   98",",,X","   76",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00014933","1977-11-27","41.53395","-93.65313","286.3","DES MOINES INTERNATIONAL AIRPORT, IA US","    0","T,,0,2400","    0","T,,0","    0","T,,0","  -39",",,0"," -100",",,0","   70",",,X","   90",",,X",,,,,,,,,,,,,,,,," 1242",",,X","    5",",,X",,,,,,,,,"   30",",,X",,,,,,,"  315","W,,X","  315","W,,X",,,,,,,,,"  185",",,X","  134",",,X",,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,,
